Sex,Age,Smoking habits,Year,percent
Females,30-39,Stopped smoking,2018,0.288
Females,30-39,Smoke less than daily,2018,0.034
Females,30-39,Smoke daily,2018,0.069
Females,40-49,Have never smoked,2018,0.57
Females,40-49,Stopped smoking,2018,0.307
Females,40-49,Smoke less than daily,2018,0.023
Females,40-49,Smoke daily,2018,0.099
Females,50-59,Have never smoked,2018,0.455
Females,50-59,Stopped smoking,2018,0.377
Females,50-59,Smoke less than daily,2018,0.035
Females,50-59,Smoke daily,2018,0.133
Females,60-69,Have never smoked,2018,0.368
Females,60-69,Stopped smoking,2018,0.465
Females,60-69,Smoke less than daily,2018,0.045
Females,60-69,Smoke daily,2018,0.122
Females,70-89,Have never smoked,2018,0.443
Females,70-89,Stopped smoking,2018,0.506
Females,70-89,Smoke less than daily,2018,0.009
Females,70-89,Smoke daily,2018,0.043
Females,18-69,Have never smoked,2018,0.555
Females,18-69,Stopped smoking,2018,0.311
Females,18-69,Smoke less than daily,2018,0.036
Females,18-69,Smoke daily,2018,0.097
Females,18-79,Have never smoked,2018,0.543
Females,18-79,Stopped smoking,2018,0.33
Females,18-79,Smoke less than daily,2018,0.034
Females,18-79,Smoke daily,2018,0.093
Females,18-89,Have never smoked,2018,0.543
Females,18-89,Stopped smoking,2018,0.332
Females,18-89,Smoke less than daily,2018,0.033
Females,18-89,Smoke daily,2018,0.091
