"Year","Economic activity","Occupational group","Sex","Earnings and working hours","Mean","10%","20%","25% (1st quartile)","30%","40%","50% (median)","60%","70%","75% (3rd quartile)","80%","90%","Observations","Weighted bservations"
"2015","Manufacturing (C)","Plant and machine operators and assemblers (8)","Women","Hours paid",181.1,165.1,170.9,172.3,173.3,176.8,180.1,184.0,186.8,187.9,189.3,195.1,220.0,320.0
"2015","Manufacturing (C)","Elementary occupations (9)","Total","Total earnings",415,299,334,343,353,378,397,419,450,471,495,557,660,1070
"2015","Manufacturing (C)","Elementary occupations (9)","Total","Hours paid",190.4,165.1,173.3,175.2,177.2,180.2,184.6,189.9,199.4,202.0,205.0,221.1,660.0,1070.0
"2015","Manufacturing (C)","Elementary occupations (9)","Men","Total earnings",428,315,338,352,367,384,406,434,471,481,514,568,430,780
"2015","Manufacturing (C)","Elementary occupations (9)","Men","Hours paid",192.8,165.6,174.0,176.2,177.6,182.1,187.2,194.5,202.1,205.0,208.2,228.7,430.0,780.0
"2015","Manufacturing (C)","Elementary occupations (9)","Women","Total earnings",380,268,304,328,334,356,374,392,413,422,439,491,230,290
"2015","Manufacturing (C)","Elementary occupations (9)","Women","Hours paid",183.6,162.5,171.3,173.3,174.1,177.5,180.5,183.1,187.4,194.5,197.4,201.8,230.0,290.0
"2015","Manufacturing (C)","Craft workers","Total","Total earnings",616,413,463,494,528,564,601,646,696,733,767,836,700,1790
"2015","Manufacturing (C)","Craft workers","Total","Hours paid",186.9,162.5,170.7,172.3,173.3,175.3,180.0,186.0,193.0,197.2,203.3,219.0,700.0,1790.0
"2015","Manufacturing (C)","Craft workers","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Manufacturing (C)","Craft workers","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Manufacturing (C)","Craft workers","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Manufacturing (C)","Craft workers","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Manufacturing (C)","General, machine and specialized workers","Total","Total earnings",488,336,376,388,403,434,471,511,548,567,594,656,2680,4520
"2015","Manufacturing (C)","General, machine and specialized workers","Total","Hours paid",193.4,166.5,173.3,174.9,177.5,182.1,186.2,193.4,201.6,206.2,211.6,230.7,2680.0,4520.0
"2015","Manufacturing (C)","General, machine and specialized workers","Men","Total earnings",506,344,386,403,419,459,496,531,566,589,610,674,1950,3530
"2015","Manufacturing (C)","General, machine and specialized workers","Men","Hours paid",194.9,166.1,173.2,175.3,177.8,182.5,187.1,195.0,204.0,208.8,216.3,234.2,1950.0,3530.0
"2015","Manufacturing (C)","General, machine and specialized workers","Women","Total earnings",426,322,348,357,371,387,406,432,461,482,501,554,730,980
"2015","Manufacturing (C)","General, machine and specialized workers","Women","Hours paid",188.2,167.9,173.3,174.2,176.0,180.5,183.8,187.9,194.4,197.4,200.9,215.7,730.0,980.0
"2015","Electricity, gas, steam, and air conditioning supply (D)","Total","Total","Total earnings",811,457,555,603,649,707,777,853,924,961,1008,1182,850,1140
"2015","Electricity, gas, steam, and air conditioning supply (D)","Total","Total","Hours paid",188.3,171.6,171.6,171.6,173.1,173.4,173.4,186.6,199.1,205.7,211.3,223.3,850.0,1140.0
"2015","Electricity, gas, steam, and air conditioning supply (D)","Total","Men","Total earnings",859,539,646,673,706,759,833,898,948,981,1022,1203,630,840
"2015","Electricity, gas, steam, and air conditioning supply (D)","Total","Men","Hours paid",192.3,171.6,171.6,173.3,173.4,173.4,183.8,197.0,207.5,211.4,216.7,228.0,630.0,840.0
"2015","Electricity, gas, steam, and air conditioning supply (D)","Total","Women","Total earnings",673,422,446,454,458,515,594,652,760,824,900,1080,210,300
"2015","Electricity, gas, steam, and air conditioning supply (D)","Total","Women","Hours paid",176.8,168.9,171.6,171.6,171.6,171.6,173.3,173.4,173.4,175.6,180.0,195.1,210.0,300.0
"2015","Electricity, gas, steam, and air conditioning supply (D)","Managers (1)","Total","Total earnings",1268,938,1022,1043,1090,1144,1211,1256,1311,1391,1442,1732,100,150
"2015","Electricity, gas, steam, and air conditioning supply (D)","Managers (1)","Total","Hours paid",177.4,171.6,171.6,171.6,171.7,173.4,173.4,173.4,173.4,173.4,189.1,194.9,100.0,150.0
"2015","Electricity, gas, steam, and air conditioning supply (D)","Managers (1)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Managers (1)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Managers (1)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Managers (1)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Professionals (2)","Total","Total earnings",899,688,757,780,797,847,885,911,962,994,1040,1182,190,260
"2015","Electricity, gas, steam, and air conditioning supply (D)","Professionals (2)","Total","Hours paid",174.4,166.1,171.6,171.6,171.6,171.6,173.4,173.4,173.4,173.4,173.4,188.9,190.0,260.0
"2015","Electricity, gas, steam, and air conditioning supply (D)","Professionals (2)","Men","Total earnings",922,738,780,797,825,863,903,925,976,1016,1045,1182,140,190
"2015","Electricity, gas, steam, and air conditioning supply (D)","Professionals (2)","Men","Hours paid",175.7,166.1,171.6,171.6,171.6,172.2,173.4,173.4,173.4,173.4,176.0,191.3,140.0,190.0
"2015","Electricity, gas, steam, and air conditioning supply (D)","Professionals (2)","Women","Total earnings",840,642,688,710,727,784,824,855,905,951,963,1116,50,70
"2015","Electricity, gas, steam, and air conditioning supply (D)","Professionals (2)","Women","Hours paid",171.2,168.3,170.2,171.3,171.6,171.6,171.6,173.3,173.4,173.4,173.4,173.4,50.0,70.0
"2015","Electricity, gas, steam, and air conditioning supply (D)","Technicians and associate professionals (3)","Total","Total earnings",723,491,555,588,624,666,706,750,811,842,869,971,130,170
"2015","Electricity, gas, steam, and air conditioning supply (D)","Technicians and associate professionals (3)","Total","Hours paid",186.1,171.6,171.6,171.6,172.2,173.4,173.4,178.2,189.5,194.5,200.6,223.5,130.0,170.0
"2015","Electricity, gas, steam, and air conditioning supply (D)","Technicians and associate professionals (3)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Technicians and associate professionals (3)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Technicians and associate professionals (3)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Technicians and associate professionals (3)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Clerks (4)","Total","Total earnings",509,415,425,434,435,446,466,496,546,576,622,667,80,130
"2015","Electricity, gas, steam, and air conditioning supply (D)","Clerks (4)","Total","Hours paid",180.5,171.0,171.6,171.6,171.6,171.8,173.4,174.4,181.1,183.3,183.3,199.4,80.0,130.0
"2015","Electricity, gas, steam, and air conditioning supply (D)","Clerks (4)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Clerks (4)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Clerks (4)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Clerks (4)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Service workers and shop and market sales workers (5)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Service workers and shop and market sales workers (5)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Service workers and shop and market sales workers (5)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Service workers and shop and market sales workers (5)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Service workers and shop and market sales workers (5)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Service workers and shop and market sales workers (5)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Craft and related trades workers (7)","Total","Total earnings",803,594,666,690,706,737,785,880,915,936,954,992,210,290
"2015","Electricity, gas, steam, and air conditioning supply (D)","Craft and related trades workers (7)","Total","Hours paid",211.9,175.8,199.4,203.6,207.0,210.5,213.6,218.0,222.4,225.8,228.6,233.1,210.0,290.0
"2015","Electricity, gas, steam, and air conditioning supply (D)","Craft and related trades workers (7)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Craft and related trades workers (7)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Craft and related trades workers (7)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Craft and related trades workers (7)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Plant and machine operators and assemblers (8)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Plant and machine operators and assemblers (8)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Plant and machine operators and assemblers (8)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Plant and machine operators and assemblers (8)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Plant and machine operators and assemblers (8)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Plant and machine operators and assemblers (8)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Elementary occupations (9)","Total","Total earnings",494,378,436,450,454,457,463,504,546,574,584,629,80,90
"2015","Electricity, gas, steam, and air conditioning supply (D)","Elementary occupations (9)","Total","Hours paid",184.4,168.9,171.6,171.6,171.6,173.5,179.5,186.7,196.6,198.2,200.9,206.0,80.0,90.0
"2015","Electricity, gas, steam, and air conditioning supply (D)","Elementary occupations (9)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Elementary occupations (9)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Elementary occupations (9)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Elementary occupations (9)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Craft workers","Total","Total earnings",824,635,693,707,727,766,827,897,925,944,969,1007,190,260
"2015","Electricity, gas, steam, and air conditioning supply (D)","Craft workers","Total","Hours paid",211.4,173.4,198.9,203.6,206.9,209.7,212.9,217.3,221.8,224.1,228.0,233.0,190.0,260.0
"2015","Electricity, gas, steam, and air conditioning supply (D)","Craft workers","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Craft workers","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Craft workers","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","Craft workers","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","General, machine and specialized workers","Total","Total earnings",531,384,451,457,457,466,515,572,605,626,647,680,110,130
"2015","Electricity, gas, steam, and air conditioning supply (D)","General, machine and specialized workers","Total","Hours paid",192.9,171.6,171.6,171.6,173.5,180.0,190.7,198.6,205.2,210.6,214.5,225.9,110.0,130.0
"2015","Electricity, gas, steam, and air conditioning supply (D)","General, machine and specialized workers","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","General, machine and specialized workers","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","General, machine and specialized workers","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Electricity, gas, steam, and air conditioning supply (D)","General, machine and specialized workers","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Water supply; sewerage, waste management etc. (E)","Total","Total","Total earnings",584,393,455,475,494,520,557,576,607,637,675,879,200,420
"2015","Water supply; sewerage, waste management etc. (E)","Total","Total","Hours paid",201.8,162.5,168.8,173.6,184.0,195.0,202.8,211.2,217.2,220.1,225.0,242.3,200.0,420.0
"2015","Water supply; sewerage, waste management etc. (E)","Total","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Water supply; sewerage, waste management etc. (E)","Total","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Water supply; sewerage, waste management etc. (E)","Total","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Water supply; sewerage, waste management etc. (E)","Total","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Water supply; sewerage, waste management etc. (E)","Managers (1)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Water supply; sewerage, waste management etc. (E)","Managers (1)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Water supply; sewerage, waste management etc. (E)","Managers (1)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Water supply; sewerage, waste management etc. (E)","Managers (1)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Water supply; sewerage, waste management etc. (E)","Managers (1)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Water supply; sewerage, waste management etc. (E)","Managers (1)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Water supply; sewerage, waste management etc. (E)","Professionals (2)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Water supply; sewerage, waste management etc. (E)","Professionals (2)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Water supply; sewerage, waste management etc. (E)","Professionals (2)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Water supply; sewerage, waste management etc. (E)","Professionals (2)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Water supply; sewerage, waste management etc. (E)","Professionals (2)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Water supply; sewerage, waste management etc. (E)","Professionals (2)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Water supply; sewerage, waste management etc. (E)","Technicians and associate professionals (3)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Water supply; sewerage, waste management etc. (E)","Technicians and associate professionals (3)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Water supply; sewerage, waste management etc. (E)","Technicians and associate professionals (3)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Water supply; sewerage, waste management etc. (E)","Technicians and associate professionals (3)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Water supply; sewerage, waste management etc. (E)","Technicians and associate professionals (3)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2015","Water supply; sewerage, waste management etc. (E)","Technicians and associate professionals (3)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
