Year,Quarter,Region,Sex,Age,employment_description,Rate
2018,Q4,Total,Females,16-24,employment,0.739
2018,Q4,Total,Females,25-54,employment,0.868
2018,Q4,Total,Females,55-74,employment,0.546
2018,Q4,Total,Females,16-64,employment,0.824
2018,Q4,Total,Females,25-64,employment,0.842
2018,Q4,Capital region,Total,16-74,employment,0.792
2018,Q4,Capital region,Total,16-24,employment,0.716
2018,Q4,Capital region,Total,25-54,employment,0.893
2018,Q4,Capital region,Total,55-74,employment,0.629
2018,Q4,Capital region,Total,16-64,employment,0.85
2018,Q4,Capital region,Total,25-64,employment,0.881
2018,Q4,Capital region,Males,16-74,employment,0.823
2018,Q4,Capital region,Males,16-24,employment,0.702
2018,Q4,Capital region,Males,25-54,employment,0.912
2018,Q4,Capital region,Males,55-74,employment,0.697
2018,Q4,Capital region,Males,16-64,employment,0.87
2018,Q4,Capital region,Males,25-64,employment,0.908
2018,Q4,Capital region,Females,16-74,employment,0.761
2018,Q4,Capital region,Females,16-24,employment,0.729
2018,Q4,Capital region,Females,25-54,employment,0.873
2018,Q4,Capital region,Females,55-74,employment,0.567
2018,Q4,Capital region,Females,16-64,employment,0.829
2018,Q4,Capital region,Females,25-64,employment,0.853
2018,Q4,Outside Capital region,Total,16-74,employment,0.774
2018,Q4,Outside Capital region,Total,16-24,employment,0.703
2018,Q4,Outside Capital region,Total,25-54,employment,0.88
2018,Q4,Outside Capital region,Total,55-74,employment,0.605
2018,Q4,Outside Capital region,Total,16-64,employment,0.834
2018,Q4,Outside Capital region,Total,25-64,employment,0.858
2018,Q4,Outside Capital region,Males,16-74,employment,0.8
2018,Q4,Outside Capital region,Males,16-24,employment,0.658
2018,Q4,Outside Capital region,Males,25-54,employment,0.899
2018,Q4,Outside Capital region,Males,55-74,employment,0.686
2018,Q4,Outside Capital region,Males,16-64,employment,0.849
2018,Q4,Outside Capital region,Males,25-64,employment,0.888
2018,Q4,Outside Capital region,Females,16-74,employment,0.745
2018,Q4,Outside Capital region,Females,16-24,employment,0.764
2018,Q4,Outside Capital region,Females,25-54,employment,0.859
2018,Q4,Outside Capital region,Females,55-74,employment,0.506
2018,Q4,Outside Capital region,Females,16-64,employment,0.815
2018,Q4,Outside Capital region,Females,25-64,employment,0.824
2019,Q1,Total,Total,16-74,employment,0.784
2019,Q1,Total,Total,16-24,employment,0.701
2019,Q1,Total,Total,25-54,employment,0.884
2019,Q1,Total,Total,55-74,employment,0.627
2019,Q1,Total,Total,16-64,employment,0.838
2019,Q1,Total,Total,25-64,employment,0.868
2019,Q1,Total,Males,16-74,employment,0.809
2019,Q1,Total,Males,16-24,employment,0.636
2019,Q1,Total,Males,25-54,employment,0.903
2019,Q1,Total,Males,55-74,employment,0.712
2019,Q1,Total,Males,16-64,employment,0.85
2019,Q1,Total,Males,25-64,employment,0.896
2019,Q1,Total,Females,16-74,employment,0.757
2019,Q1,Total,Females,16-24,employment,0.773
2019,Q1,Total,Females,25-54,employment,0.863
2019,Q1,Total,Females,55-74,employment,0.541
2019,Q1,Total,Females,16-64,employment,0.826
2019,Q1,Total,Females,25-64,employment,0.837
2019,Q1,Capital region,Total,16-74,employment,0.787
2019,Q1,Capital region,Total,16-24,employment,0.69
2019,Q1,Capital region,Total,25-54,employment,0.888
2019,Q1,Capital region,Total,55-74,employment,0.635
2019,Q1,Capital region,Total,16-64,employment,0.841
2019,Q1,Capital region,Total,25-64,employment,0.876
2019,Q1,Capital region,Males,16-74,employment,0.811
2019,Q1,Capital region,Males,16-24,employment,0.639
2019,Q1,Capital region,Males,25-54,employment,0.906
2019,Q1,Capital region,Males,55-74,employment,0.704
2019,Q1,Capital region,Males,16-64,employment,0.851
2019,Q1,Capital region,Males,25-64,employment,0.898
2019,Q1,Capital region,Females,16-74,employment,0.762
2019,Q1,Capital region,Females,16-24,employment,0.74
2019,Q1,Capital region,Females,25-54,employment,0.869
2019,Q1,Capital region,Females,55-74,employment,0.571
2019,Q1,Capital region,Females,16-64,employment,0.83
2019,Q1,Capital region,Females,25-64,employment,0.852
2019,Q1,Outside Capital region,Total,16-74,employment,0.778
2019,Q1,Outside Capital region,Total,16-24,employment,0.725
2019,Q1,Outside Capital region,Total,25-54,employment,0.877
2019,Q1,Outside Capital region,Total,55-74,employment,0.615
2019,Q1,Outside Capital region,Total,16-64,employment,0.834
2019,Q1,Outside Capital region,Total,25-64,employment,0.855
2019,Q1,Outside Capital region,Males,16-74,employment,0.805
2019,Q1,Outside Capital region,Males,16-24,employment,0.631
2019,Q1,Outside Capital region,Males,25-54,employment,0.898
2019,Q1,Outside Capital region,Males,55-74,employment,0.723
2019,Q1,Outside Capital region,Males,16-64,employment,0.848
2019,Q1,Outside Capital region,Males,25-64,employment,0.894
2019,Q1,Outside Capital region,Females,16-74,employment,0.746
2019,Q1,Outside Capital region,Females,16-24,employment,0.853
2019,Q1,Outside Capital region,Females,25-54,employment,0.853
2019,Q1,Outside Capital region,Females,55-74,employment,0.485
2019,Q1,Outside Capital region,Females,16-64,employment,0.818
2019,Q1,Outside Capital region,Females,25-64,employment,0.812
2019,Q2,Total,Total,16-74,employment,0.792
2019,Q2,Total,Total,16-24,employment,0.783
2019,Q2,Total,Total,25-54,employment,0.882
2019,Q2,Total,Total,55-74,employment,0.616
2019,Q2,Total,Total,16-64,employment,0.851
2019,Q2,Total,Total,25-64,employment,0.866
2019,Q2,Total,Males,16-74,employment,0.828
2019,Q2,Total,Males,16-24,employment,0.765
2019,Q2,Total,Males,25-54,employment,0.909
2019,Q2,Total,Males,55-74,employment,0.696
2019,Q2,Total,Males,16-64,employment,0.876
2019,Q2,Total,Males,25-64,employment,0.9
2019,Q2,Total,Females,16-74,employment,0.753
2019,Q2,Total,Females,16-24,employment,0.803
2019,Q2,Total,Females,25-54,employment,0.852
2019,Q2,Total,Females,55-74,employment,0.535
2019,Q2,Total,Females,16-64,employment,0.824
2019,Q2,Total,Females,25-64,employment,0.829
2019,Q2,Capital region,Total,16-74,employment,0.797
2019,Q2,Capital region,Total,16-24,employment,0.777
2019,Q2,Capital region,Total,25-54,employment,0.88
2019,Q2,Capital region,Total,55-74,employment,0.627
2019,Q2,Capital region,Total,16-64,employment,0.854
2019,Q2,Capital region,Total,25-64,employment,0.871
2019,Q2,Capital region,Males,16-74,employment,0.825
2019,Q2,Capital region,Males,16-24,employment,0.748
2019,Q2,Capital region,Males,25-54,employment,0.904
2019,Q2,Capital region,Males,55-74,employment,0.695
2019,Q2,Capital region,Males,16-64,employment,0.871
2019,Q2,Capital region,Males,25-64,employment,0.898
2019,Q2,Capital region,Females,16-74,employment,0.769
2019,Q2,Capital region,Females,16-24,employment,0.806
2019,Q2,Capital region,Females,25-54,employment,0.856
2019,Q2,Capital region,Females,55-74,employment,0.56
2019,Q2,Capital region,Females,16-64,employment,0.836
2019,Q2,Capital region,Females,25-64,employment,0.843
2019,Q2,Outside Capital region,Total,16-74,employment,0.783
2019,Q2,Outside Capital region,Total,16-24,employment,0.794
2019,Q2,Outside Capital region,Total,25-54,employment,0.884
2019,Q2,Outside Capital region,Total,55-74,employment,0.6
2019,Q2,Outside Capital region,Total,16-64,employment,0.846
2019,Q2,Outside Capital region,Total,25-64,employment,0.857
2019,Q2,Outside Capital region,Males,16-74,employment,0.834
2019,Q2,Outside Capital region,Males,16-24,employment,0.793
2019,Q2,Outside Capital region,Males,25-54,employment,0.918
2019,Q2,Outside Capital region,Males,55-74,employment,0.697
2019,Q2,Outside Capital region,Males,16-64,employment,0.884
2019,Q2,Outside Capital region,Males,25-64,employment,0.904
2019,Q2,Outside Capital region,Females,16-74,employment,0.724
2019,Q2,Outside Capital region,Females,16-24,employment,0.796
2019,Q2,Outside Capital region,Females,25-54,employment,0.843
2019,Q2,Outside Capital region,Females,55-74,employment,0.499
2019,Q2,Outside Capital region,Females,16-64,employment,0.802
2019,Q2,Outside Capital region,Females,25-64,employment,0.803
2019,Q3,Total,Total,16-74,employment,0.78
2019,Q3,Total,Total,16-24,employment,0.729
2019,Q3,Total,Total,25-54,employment,0.873
2019,Q3,Total,Total,55-74,employment,0.618
2019,Q3,Total,Total,16-64,employment,0.838
2019,Q3,Total,Total,25-64,employment,0.862
2019,Q3,Total,Males,16-74,employment,0.814
2019,Q3,Total,Males,16-24,employment,0.714
2019,Q3,Total,Males,25-54,employment,0.903
2019,Q3,Total,Males,55-74,employment,0.682
2019,Q3,Total,Males,16-64,employment,0.864
2019,Q3,Total,Males,25-64,employment,0.897
2019,Q3,Total,Females,16-74,employment,0.744
2019,Q3,Total,Females,16-24,employment,0.745
2019,Q3,Total,Females,25-54,employment,0.841
2019,Q3,Total,Females,55-74,employment,0.553
2019,Q3,Total,Females,16-64,employment,0.81
2019,Q3,Total,Females,25-64,employment,0.824
2019,Q3,Capital region,Total,16-74,employment,0.782
2019,Q3,Capital region,Total,16-24,employment,0.722
2019,Q3,Capital region,Total,25-54,employment,0.867
2019,Q3,Capital region,Total,55-74,employment,0.629
2019,Q3,Capital region,Total,16-64,employment,0.837
2019,Q3,Capital region,Total,25-64,employment,0.862
2019,Q3,Capital region,Males,16-74,employment,0.81
2019,Q3,Capital region,Males,16-24,employment,0.713
2019,Q3,Capital region,Males,25-54,employment,0.891
2019,Q3,Capital region,Males,55-74,employment,0.69
2019,Q3,Capital region,Males,16-64,employment,0.857
2019,Q3,Capital region,Males,25-64,employment,0.89
2019,Q3,Capital region,Females,16-74,employment,0.753
2019,Q3,Capital region,Females,16-24,employment,0.732
2019,Q3,Capital region,Females,25-54,employment,0.843
2019,Q3,Capital region,Females,55-74,employment,0.568
2019,Q3,Capital region,Females,16-64,employment,0.815
2019,Q3,Capital region,Females,25-64,employment,0.834
2019,Q3,Outside Capital region,Total,16-74,employment,0.776
2019,Q3,Outside Capital region,Total,16-24,employment,0.743
2019,Q3,Outside Capital region,Total,25-54,employment,0.885
2019,Q3,Outside Capital region,Total,55-74,employment,0.602
2019,Q3,Outside Capital region,Total,16-64,employment,0.841
2019,Q3,Outside Capital region,Total,25-64,employment,0.861
2019,Q3,Outside Capital region,Males,16-74,employment,0.82
2019,Q3,Outside Capital region,Males,16-24,employment,0.717
2019,Q3,Outside Capital region,Males,25-54,employment,0.925
2019,Q3,Outside Capital region,Males,55-74,employment,0.671
2019,Q3,Outside Capital region,Males,16-64,employment,0.877
2019,Q3,Outside Capital region,Males,25-64,employment,0.91
2019,Q3,Outside Capital region,Females,16-74,employment,0.727
2019,Q3,Outside Capital region,Females,16-24,employment,0.772
2019,Q3,Outside Capital region,Females,25-54,employment,0.836
2019,Q3,Outside Capital region,Females,55-74,employment,0.533
2019,Q3,Outside Capital region,Females,16-64,employment,0.8
2019,Q3,Outside Capital region,Females,25-64,employment,0.806
2019,Q4,Total,Total,16-74,employment,0.77
2019,Q4,Total,Total,16-24,employment,0.641
2019,Q4,Total,Total,25-54,employment,0.885
2019,Q4,Total,Total,55-74,employment,0.606
2019,Q4,Total,Total,16-64,employment,0.826
2019,Q4,Total,Total,25-64,employment,0.865
2019,Q4,Total,Males,16-74,employment,0.798
2019,Q4,Total,Males,16-24,employment,0.57
2019,Q4,Total,Males,25-54,employment,0.911
2019,Q4,Total,Males,55-74,employment,0.687
2019,Q4,Total,Males,16-64,employment,0.841
2019,Q4,Total,Males,25-64,employment,0.899
2019,Q4,Total,Females,16-74,employment,0.739
2019,Q4,Total,Females,16-24,employment,0.719
2019,Q4,Total,Females,25-54,employment,0.855
2019,Q4,Total,Females,55-74,employment,0.524
2019,Q4,Total,Females,16-64,employment,0.809
2019,Q4,Total,Females,25-64,employment,0.828
2019,Q4,Capital region,Total,16-74,employment,0.773
2019,Q4,Capital region,Total,16-24,employment,0.619
2019,Q4,Capital region,Total,25-54,employment,0.879
2019,Q4,Capital region,Total,55-74,employment,0.626
2019,Q4,Capital region,Total,16-64,employment,0.822
2019,Q4,Capital region,Total,25-64,employment,0.868
2019,Q4,Capital region,Males,16-74,employment,0.796
2019,Q4,Capital region,Males,16-24,employment,0.542
2019,Q4,Capital region,Males,25-54,employment,0.907
2019,Q4,Capital region,Males,55-74,employment,0.7
2019,Q4,Capital region,Males,16-64,employment,0.832
2019,Q4,Capital region,Males,25-64,employment,0.899
2019,Q4,Capital region,Females,16-74,employment,0.748
2019,Q4,Capital region,Females,16-24,employment,0.707
2019,Q4,Capital region,Females,25-54,employment,0.849
2019,Q4,Capital region,Females,55-74,employment,0.552
2019,Q4,Capital region,Females,16-64,employment,0.811
2019,Q4,Capital region,Females,25-64,employment,0.834
2019,Q4,Outside Capital region,Total,16-74,employment,0.764
2019,Q4,Outside Capital region,Total,16-24,employment,0.688
2019,Q4,Outside Capital region,Total,25-54,employment,0.896
2019,Q4,Outside Capital region,Total,55-74,employment,0.577
2019,Q4,Outside Capital region,Total,16-64,employment,0.832
2019,Q4,Outside Capital region,Total,25-64,employment,0.86
2019,Q4,Outside Capital region,Males,16-74,employment,0.801
2019,Q4,Outside Capital region,Males,16-24,employment,0.632
2019,Q4,Outside Capital region,Males,25-54,employment,0.92
2019,Q4,Outside Capital region,Males,55-74,employment,0.669
2019,Q4,Outside Capital region,Males,16-64,employment,0.856
2019,Q4,Outside Capital region,Males,25-64,employment,0.898
2019,Q4,Outside Capital region,Females,16-74,employment,0.723
2019,Q4,Outside Capital region,Females,16-24,employment,0.745
2019,Q4,Outside Capital region,Females,25-54,employment,0.869
2019,Q4,Outside Capital region,Females,55-74,employment,0.482
2019,Q4,Outside Capital region,Females,16-64,employment,0.806
2019,Q4,Outside Capital region,Females,25-64,employment,0.818
2020,Q1,Total,Total,16-74,employment,0.763
2020,Q1,Total,Total,16-24,employment,0.64
2020,Q1,Total,Total,25-54,employment,0.871
2020,Q1,Total,Total,55-74,employment,0.607
2020,Q1,Total,Total,16-64,employment,0.817
2020,Q1,Total,Total,25-64,employment,0.854
2020,Q1,Total,Males,16-74,employment,0.795
2020,Q1,Total,Males,16-24,employment,0.585
2020,Q1,Total,Males,25-54,employment,0.902
2020,Q1,Total,Males,55-74,employment,0.687
2020,Q1,Total,Males,16-64,employment,0.836
2020,Q1,Total,Males,25-64,employment,0.89
2020,Q1,Total,Females,16-74,employment,0.728
2020,Q1,Total,Females,16-24,employment,0.699
2020,Q1,Total,Females,25-54,employment,0.838
2020,Q1,Total,Females,55-74,employment,0.526
2020,Q1,Total,Females,16-64,employment,0.795
2020,Q1,Total,Females,25-64,employment,0.815
2020,Q1,Capital region,Total,16-74,employment,0.776
2020,Q1,Capital region,Total,16-24,employment,0.655
2020,Q1,Capital region,Total,25-54,employment,0.88
2020,Q1,Capital region,Total,55-74,employment,0.622
2020,Q1,Capital region,Total,16-64,employment,0.828
2020,Q1,Capital region,Total,25-64,employment,0.869
2020,Q1,Capital region,Males,16-74,employment,0.804
2020,Q1,Capital region,Males,16-24,employment,0.6
2020,Q1,Capital region,Males,25-54,employment,0.906
2020,Q1,Capital region,Males,55-74,employment,0.701
2020,Q1,Capital region,Males,16-64,employment,0.839
2020,Q1,Capital region,Males,25-64,employment,0.895
2020,Q1,Capital region,Females,16-74,employment,0.747
2020,Q1,Capital region,Females,16-24,employment,0.714
2020,Q1,Capital region,Females,25-54,employment,0.852
2020,Q1,Capital region,Females,55-74,employment,0.548
2020,Q1,Capital region,Females,16-64,employment,0.817
2020,Q1,Capital region,Females,25-64,employment,0.841
2020,Q1,Outside Capital region,Total,16-74,employment,0.738
2020,Q1,Outside Capital region,Total,16-24,employment,0.602
2020,Q1,Outside Capital region,Total,25-54,employment,0.855
2020,Q1,Outside Capital region,Total,55-74,employment,0.585
2020,Q1,Outside Capital region,Total,16-64,employment,0.795
2020,Q1,Outside Capital region,Total,25-64,employment,0.828
2020,Q1,Outside Capital region,Males,16-74,employment,0.779
2020,Q1,Outside Capital region,Males,16-24,employment,0.554
2020,Q1,Outside Capital region,Males,25-54,employment,0.893
2020,Q1,Outside Capital region,Males,55-74,employment,0.668
2020,Q1,Outside Capital region,Males,16-64,employment,0.832
2020,Q1,Outside Capital region,Males,25-64,employment,0.882
2020,Q1,Outside Capital region,Females,16-74,employment,0.691
2020,Q1,Outside Capital region,Females,16-24,employment,0.661
2020,Q1,Outside Capital region,Females,25-54,employment,0.811
2020,Q1,Outside Capital region,Females,55-74,employment,0.491
2020,Q1,Outside Capital region,Females,16-64,employment,0.752
2020,Q1,Outside Capital region,Females,25-64,employment,0.767
2020,Q2,Total,Total,16-74,employment,0.741
2020,Q2,Total,Total,16-24,employment,0.666
2020,Q2,Total,Total,25-54,employment,0.835
2020,Q2,Total,Total,55-74,employment,0.592
2020,Q2,Total,Total,16-64,employment,0.793
2020,Q2,Total,Total,25-64,employment,0.821
2020,Q2,Total,Males,16-74,employment,0.781
2020,Q2,Total,Males,16-24,employment,0.622
2020,Q2,Total,Males,25-54,employment,0.875
2020,Q2,Total,Males,55-74,employment,0.674
2020,Q2,Total,Males,16-64,employment,0.823
2020,Q2,Total,Males,25-64,employment,0.866
2020,Q2,Total,Females,16-74,employment,0.697
2020,Q2,Total,Females,16-24,employment,0.712
2020,Q2,Total,Females,25-54,employment,0.79
2020,Q2,Total,Females,55-74,employment,0.51
2020,Q2,Total,Females,16-64,employment,0.761
2020,Q2,Total,Females,25-64,employment,0.772
2020,Q2,Capital region,Total,16-74,employment,0.745
2020,Q2,Capital region,Total,16-24,employment,0.655
2020,Q2,Capital region,Total,25-54,employment,0.836
