Year,Quarter,Sector,Employment,Value unit,value
2011,Q2,Financial and insurance activities,Total employment,Hours worked,2698900
2011,Q2,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Hours worked,4441500
2011,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Hours worked,18898500
2011,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Hours worked,2650400
2011,Q2,Total - All activities,Total employment,Hours worked,60937700
2011,Q2,"Agriculture, forestry and fishing",Employees,Hours worked,3040000
2011,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Hours worked,8607200
2011,Q2,Manufacturing,Employees,Hours worked,7597800
2011,Q2,Construction,Employees,Hours worked,2693200
2011,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Hours worked,13580200
2011,Q2,Information and communication,Employees,Hours worked,2596900
2011,Q2,Financial and insurance activities,Employees,Hours worked,2681800
2011,Q2,"Professional, scientific and technical activities; administrative and support service activities",Employees,Hours worked,4157900
2011,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Hours worked,18384800
2011,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Hours worked,2326800
2011,Q2,Total - All activities,Employees,Hours worked,58385200
2011,Q2,"Agriculture, forestry and fishing",Self employed,Hours worked,520100
2011,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Hours worked,78800
2011,Q2,Manufacturing,Self employed,Hours worked,77700
2011,Q2,Construction,Self employed,Hours worked,350300
2011,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Hours worked,350900
2011,Q2,Information and communication,Self employed,Hours worked,93700
2011,Q2,Financial and insurance activities,Self employed,Hours worked,17100
2011,Q2,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Hours worked,283500
2011,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Hours worked,513600
2011,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Hours worked,323600
2011,Q2,Total - All activities,Self employed,Hours worked,2552500
2011,Q2,"Agriculture, forestry and fishing",Total employment,Persons,8300
2011,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Persons,23000
2011,Q2,Manufacturing,Total employment,Persons,20500
2011,Q2,Construction,Total employment,Persons,8500
2011,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Persons,39300
2011,Q2,Information and communication,Total employment,Persons,7400
2011,Q2,Financial and insurance activities,Total employment,Persons,6900
2011,Q2,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Persons,12500
2011,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Persons,52700
2011,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Persons,8500
2011,Q2,Total - All activities,Total employment,Persons,168100
2011,Q2,"Agriculture, forestry and fishing",Employees,Persons,6200
2011,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Persons,22700
2011,Q2,Manufacturing,Employees,Persons,20200
2011,Q2,Construction,Employees,Persons,7100
2011,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Persons,38000
2011,Q2,Information and communication,Employees,Persons,7100
2011,Q2,Financial and insurance activities,Employees,Persons,6800
2011,Q2,"Professional, scientific and technical activities; administrative and support service activities",Employees,Persons,11400
2011,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Persons,51200
2011,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Persons,7000
2011,Q2,Total - All activities,Employees,Persons,158300
2011,Q2,"Agriculture, forestry and fishing",Self employed,Persons,2200
2011,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Persons,300
2011,Q2,Manufacturing,Self employed,Persons,300
2011,Q2,Construction,Self employed,Persons,1400
2011,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Persons,1300
2011,Q2,Information and communication,Self employed,Persons,300
2011,Q2,Financial and insurance activities,Self employed,Persons,100
2011,Q2,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Persons,1100
2011,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Persons,1500
2011,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Persons,1500
2011,Q2,Total - All activities,Self employed,Persons,9800
2011,Q2,"Agriculture, forestry and fishing",Total employment,Jobs,9400
2011,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Jobs,24400
2011,Q2,Manufacturing,Total employment,Jobs,21700
2011,Q2,Construction,Total employment,Jobs,9200
2011,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Jobs,44100
2011,Q2,Information and communication,Total employment,Jobs,8500
2011,Q2,Financial and insurance activities,Total employment,Jobs,7600
2011,Q2,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Jobs,15000
2011,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Jobs,62500
2011,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Jobs,11600
2011,Q2,Total - All activities,Total employment,Jobs,193500
